Dealership,Season,Car,Buyer,Buyer_Age,Price,Buyer_Income
LA,Fall,Nissan,Female,72,31779,79923
LA,Fall,GMC,Male,57,32085,245214
Seattle,Spring,Subaru,Male,34,45171,79101
Philladephia,Spring,Subaru,Female,54,48808,202741
Seattle,Fall,Jeep,Male,83,34003,297502
Austin,Winter,Ford,Male,34,30138,158964
Philladephia,Summer,Nissan,Male,65,43651,61310
Phoenix,Spring,Ram,Female,48,32721,102016
Seattle,Fall,Honda,Female,74,30739,135776
Austin,Summer,GMC,Female,47,49456,212042
Houston,Spring,Hyundai,Female,78,16251,169731
Houston,Summer,Toyota,Male,24,47990,274884
Phoenix,Spring,Hyundai,Male,32,41962,292864
Chicago,Spring,Jeep,Male,61,28359,136601
NYC,Spring,Ford,Male,79,42220,222392
NYC,Fall,Jeep,Male,54,49351,297894
San Antonio,Summer,Chevrolet,Female,79,11979,283028
San Antonio,Spring,Toyota,Male,73,46281,267471
LA,Summer,Honda,Female,31,42718,266500
Austin,Winter,GMC,Female,63,42580,213564
Seattle,Fall,Kia,Female,21,30374,96735
Chicago,Fall,Kia,Female,52,42029,289052
NYC,Summer,Toyota,Male,49,38267,94647
Phoenix,Winter,Kia,Male,54,37844,135452
Houston,Summer,Honda,Female,56,16834,281704
Phoenix,Winter,Kia,Female,24,26910,272531
Columbus,Winter,Kia,Female,74,18088,188482
Phoenix,Spring,Toyota,Male,83,32626,262154
LA,Summer,Subaru,Male,80,27964,166726
NYC,Summer,Toyota,Female,25,22961,61106
San Antonio,Winter,Jeep,Male,61,13460,76453
San Diego,Spring,Jeep,Male,30,19834,248679
Austin,Summer,Honda,Female,69,25398,144372
Columbus,Fall,Ram,Female,75,44340,167438
Chicago,Fall,Toyota,Female,78,33344,233399
Phoenix,Winter,Nissan,Male,70,27357,263915
Austin,Spring,Jeep,Male,42,26678,113610
Houston,Fall,Ford,Female,68,24658,90444
Philladephia,Fall,Ram,Female,44,14814,78243
NYC,Winter,Subaru,Male,69,42594,126785
San Antonio,Summer,Kia,Male,59,15706,247639
San Diego,Fall,Kia,Female,59,13624,253251
LA,Fall,Nissan,Male,59,30894,207598
Columbus,Winter,Ford,Female,78,34429,185917
Philladephia,Spring,Ram,Female,39,29956,237006
San Antonio,Spring,Subaru,Male,57,18761,88046
Philladephia,Spring,Honda,Female,35,32711,294086
Seattle,Spring,Ford,Male,69,34785,299422
San Antonio,Summer,Chevrolet,Male,81,34773,154986
Phoenix,Spring,Hyundai,Female,50,31552,197660
Philladephia,Summer,Nissan,Female,43,35464,117083
Columbus,Fall,Kia,Female,57,24434,236141
Austin,Fall,Hyundai,Male,44,31156,142751
LA,Winter,GMC,Male,61,40436,47346
San Antonio,Summer,Kia,Male,24,10804,144890
Austin,Fall,Hyundai,Male,82,42556,120542
Phoenix,Spring,Subaru,Male,39,46790,269094
Chicago,Spring,Toyota,Female,41,44356,277651
Houston,Winter,Hyundai,Male,37,48161,226508
San Antonio,Winter,Ram,Female,61,35109,47908
Seattle,Spring,Ford,Male,46,29275,94996
Austin,Winter,Subaru,Male,62,44218,93198
Columbus,Summer,Kia,Female,31,32373,201298
Philladephia,Spring,Nissan,Male,33,21337,263416
San Diego,Spring,Honda,Female,77,19560,270995
San Antonio,Fall,Ford,Female,78,32900,218955
Chicago,Winter,Nissan,Female,42,36728,293147
Columbus,Spring,Hyundai,Male,31,41645,266414
Seattle,Spring,Honda,Male,28,40950,106701
San Antonio,Winter,Kia,Female,52,19190,231294
San Antonio,Summer,Jeep,Male,78,43887,240646
Houston,Summer,Chevrolet,Female,27,48519,205649
Philladephia,Summer,Honda,Male,28,44034,199591
Columbus,Summer,Jeep,Female,31,22535,253522
Phoenix,Spring,Chevrolet,Female,57,14838,61736
San Antonio,Spring,Jeep,Female,28,24467,276135
NYC,Summer,Jeep,Female,59,20951,75673
LA,Spring,Subaru,Male,52,13369,253453
Seattle,Fall,Nissan,Male,49,41143,180273
San Antonio,Spring,Ford,Female,22,28130,277944
San Antonio,Summer,Toyota,Male,59,22198,60674
Philladephia,Summer,Chevrolet,Female,22,49175,123355
Philladephia,Spring,Chevrolet,Female,67,25005,283924
Phoenix,Winter,Honda,Female,47,23597,231375
NYC,Winter,Hyundai,Female,41,49673,60235
Austin,Fall,Jeep,Male,80,34025,228030
Columbus,Winter,GMC,Female,42,48341,247463
Chicago,Summer,Nissan,Male,47,15801,248607
Phoenix,Summer,Kia,Male,25,43593,215262
Seattle,Summer,Kia,Male,28,11605,79418
Austin,Winter,Chevrolet,Female,63,45818,171274
Austin,Winter,Hyundai,Female,75,41408,175542
NYC,Summer,Nissan,Male,72,15534,231098
Chicago,Spring,Subaru,Male,81,23069,57117
San Antonio,Fall,GMC,Female,46,24158,153295
Seattle,Summer,Toyota,Female,63,32806,52546
Philladephia,Summer,Ford,Female,55,48698,225579
NYC,Winter,GMC,Male,50,43746,49318
Austin,Spring,Subaru,Female,82,10620,258526
Austin,Fall,GMC,Male,29,49124,111262
LA,Fall,Toyota,Female,76,36835,284176
Seattle,Spring,Ram,Male,67,18023,42376
Philladephia,Fall,Honda,Male,52,12247,217262
Columbus,Summer,GMC,Male,53,35098,87635
Seattle,Spring,Hyundai,Female,65,22655,119804
Seattle,Winter,Jeep,Female,27,28162,120485
San Diego,Fall,Kia,Male,51,48356,240341
Austin,Fall,Jeep,Female,56,42617,71268
LA,Spring,Toyota,Female,42,48301,71115
Houston,Winter,Ford,Female,50,37784,184680
Austin,Fall,Toyota,Female,82,33615,282226
Columbus,Spring,Ram,Male,33,11676,235050
San Diego,Fall,Nissan,Female,80,19204,296580
Houston,Spring,Jeep,Male,52,27017,185374
Phoenix,Spring,Subaru,Female,73,22996,57120
Houston,Winter,Hyundai,Male,34,22107,136237
Phoenix,Summer,Toyota,Male,26,35036,232645
NYC,Fall,Chevrolet,Male,64,19034,60783
Philladephia,Spring,Jeep,Male,51,24795,281564
San Diego,Summer,GMC,Female,45,27297,280926
Seattle,Spring,Hyundai,Female,50,17844,271483
Columbus,Fall,Nissan,Female,46,15889,86772
Columbus,Spring,Hyundai,Female,47,32257,176024
Austin,Fall,Nissan,Male,32,33748,48500
Austin,Fall,Ram,Female,53,30563,123536
Austin,Summer,Nissan,Female,54,17543,125665
Chicago,Spring,Hyundai,Male,60,19010,120875
Houston,Summer,Hyundai,Female,67,45024,114154
San Antonio,Winter,Chevrolet,Female,51,44555,295639
Philladephia,Spring,Nissan,Female,35,12877,283613
Philladephia,Fall,Hyundai,Female,80,44200,230488
NYC,Fall,Ram,Male,75,22306,53907
Phoenix,Spring,Hyundai,Female,40,40991,134106
San Antonio,Summer,Jeep,Female,24,39171,251222
Columbus,Winter,Ford,Male,69,25147,90855
Chicago,Summer,Ford,Male,68,49373,252482
Philladephia,Summer,Subaru,Female,22,44648,247155
Houston,Fall,GMC,Female,54,23750,172843
Philladephia,Fall,Subaru,Male,68,15296,96232
Philladephia,Fall,Chevrolet,Female,28,12213,242288
NYC,Summer,Kia,Female,35,18758,157523
Chicago,Winter,Jeep,Female,69,41177,247329
San Antonio,Spring,Kia,Female,77,40822,156940
Austin,Winter,Kia,Male,23,36472,259479
Seattle,Summer,Jeep,Male,83,21107,95531
Columbus,Spring,Kia,Male,35,12790,78898
NYC,Fall,Kia,Female,46,18135,265341
Houston,Spring,Ram,Female,47,34578,184915
San Diego,Summer,Honda,Male,30,12463,149853
Columbus,Summer,Honda,Female,51,40032,185741
Columbus,Summer,Ford,Male,42,13313,183763
LA,Spring,Jeep,Male,34,47958,292479
San Diego,Summer,Chevrolet,Male,79,19704,297167
Phoenix,Winter,Chevrolet,Male,82,16553,70839
Chicago,Winter,Ram,Female,82,38394,74973
Columbus,Winter,Subaru,Male,22,32454,43350
San Diego,Winter,Chevrolet,Female,45,49014,170767
San Diego,Spring,Ram,Female,58,20212,94297
Austin,Winter,Jeep,Male,47,18427,58121
Houston,Spring,Kia,Male,23,47107,198869
Philladephia,Fall,Subaru,Male,52,40423,221728
Houston,Fall,Toyota,Male,36,21985,81812
San Antonio,Winter,Hyundai,Male,39,18473,104123
Philladephia,Winter,Chevrolet,Male,53,31221,292582
Philladephia,Fall,Toyota,Male,48,25645,51873
Chicago,Winter,Hyundai,Male,47,37092,228717
San Antonio,Fall,GMC,Male,41,14536,215857
Chicago,Spring,Jeep,Male,48,29521,255699
Phoenix,Fall,Ram,Female,42,28748,179812
Austin,Spring,Hyundai,Male,60,33822,54492
Seattle,Summer,Honda,Male,79,18261,198826
San Antonio,Spring,Ram,Female,49,49674,235647
Philladephia,Summer,Honda,Female,50,37935,214077
San Antonio,Winter,Kia,Male,79,31266,286693
Seattle,Winter,Hyundai,Male,38,35933,246684
NYC,Winter,Chevrolet,Female,67,13530,59055
San Diego,Spring,GMC,Female,25,16906,67776
Phoenix,Spring,Ford,Female,70,41156,115943
Seattle,Spring,Subaru,Female,65,12123,137631
Seattle,Fall,Ford,Female,68,14926,92498
NYC,Fall,Subaru,Male,33,36818,151382
Houston,Spring,Hyundai,Male,41,32291,183211
Phoenix,Winter,Kia,Female,53,29998,179484
Philladephia,Fall,Kia,Female,62,19467,244546
San Diego,Winter,Ford,Female,83,19638,225092
LA,Fall,Kia,Female,64,30767,108126
Houston,Summer,GMC,Male,25,35826,200719
Chicago,Spring,Ford,Female,29,42486,253791
San Diego,Spring,Hyundai,Female,62,26424,45629
Phoenix,Spring,Kia,Female,73,26138,133149
Columbus,Fall,Subaru,Male,42,31719,136601
Columbus,Summer,Toyota,Female,70,14047,204167
Philladephia,Fall,Kia,Female,42,45532,102032
Philladephia,Winter,Honda,Male,50,43551,71282
Austin,Spring,Ram,Male,25,26071,169886
San Antonio,Spring,Nissan,Male,46,21993,173581
San Diego,Spring,Kia,Female,64,23527,223275
Phoenix,Spring,Chevrolet,Male,78,19152,251293
Columbus,Winter,Kia,Male,51,12358,76529
Houston,Summer,Kia,Female,68,49950,172586
Austin,Spring,Jeep,Male,51,35565,247321
San Antonio,Spring,Ford,Female,27,30375,223356
San Antonio,Fall,Ram,Male,69,20836,258160
San Antonio,Spring,Jeep,Male,73,11797,299926
Phoenix,Winter,Chevrolet,Male,65,12479,136190
Austin,Summer,Toyota,Female,52,49401,202860
Philladephia,Summer,Kia,Male,21,46332,258519
San Diego,Spring,Ram,Male,52,17011,254525
Columbus,Winter,Ram,Female,75,42953,184105
LA,Fall,Jeep,Male,58,43233,187362
Columbus,Fall,Honda,Male,57,22350,57819
San Diego,Winter,Ford,Male,79,26189,237159
Seattle,Fall,Hyundai,Female,67,37124,220677
NYC,Summer,GMC,Male,32,27956,56228
Seattle,Summer,Toyota,Male,51,47842,276348
Seattle,Winter,Chevrolet,Female,53,44105,60613
Philladephia,Winter,Toyota,Female,41,33113,216756
San Diego,Summer,Hyundai,Female,66,10401,289621
Seattle,Summer,Ram,Female,46,43604,156043
Philladephia,Summer,GMC,Male,71,28857,79780
Houston,Winter,Honda,Female,43,39777,66695
Chicago,Winter,Ram,Female,31,18924,140921
Austin,Fall,Nissan,Female,74,27798,284874
Seattle,Winter,Ford,Male,40,48492,61115
LA,Summer,Honda,Female,75,10448,205131
Phoenix,Fall,Nissan,Male,34,21138,215537
Columbus,Spring,Chevrolet,Female,72,40545,125575
Phoenix,Spring,Nissan,Female,72,19126,239579
LA,Spring,GMC,Female,35,39778,236066
LA,Winter,Hyundai,Female,26,29001,189482
Houston,Spring,GMC,Female,44,24429,294629
Philladephia,Summer,Ford,Female,58,22871,181208
Houston,Summer,Kia,Female,28,31725,237281
LA,Spring,GMC,Female,46,42304,118627
Houston,Spring,Subaru,Female,22,28106,167647
Philladephia,Summer,Chevrolet,Male,23,37954,207903
Houston,Fall,GMC,Male,60,13162,201824
Chicago,Summer,Ford,Male,37,45497,204373
San Antonio,Summer,Honda,Female,68,17611,73708
Houston,Spring,Nissan,Female,74,48454,173753
Austin,Spring,Hyundai,Female,52,34527,97485
San Diego,Spring,Ram,Female,73,23849,293626
Seattle,Fall,Nissan,Female,54,11585,188932
LA,Fall,GMC,Female,64,22292,85368
Houston,Fall,Toyota,Female,28,46368,283220
Philladephia,Spring,Chevrolet,Male,50,40173,55632
San Antonio,Winter,GMC,Female,67,38382,253187
Austin,Winter,Kia,Female,26,40025,284897
NYC,Winter,GMC,Female,59,48595,131639
Phoenix,Summer,Ram,Male,67,30475,241168
NYC,Summer,Honda,Female,21,35257,146967
Chicago,Fall,Chevrolet,Male,21,23559,295064
Seattle,Winter,Chevrolet,Female,82,25704,271723
Austin,Summer,GMC,Female,78,48118,102111
NYC,Spring,Subaru,Male,82,45471,233947
San Diego,Summer,Ford,Female,31,24339,114667
Philladephia,Fall,Toyota,Female,55,34349,166891
Austin,Winter,Ram,Female,69,34336,206669
Houston,Fall,Hyundai,Female,83,23721,229400
Austin,Winter,Nissan,Female,49,43314,288609
San Diego,Winter,Honda,Female,56,33496,75170
Columbus,Winter,Kia,Female,76,26509,200288
Philladephia,Fall,Kia,Male,45,43688,183304
Houston,Summer,Kia,Male,66,25973,109255
Austin,Winter,Nissan,Female,54,20789,261182
San Diego,Summer,Hyundai,Female,43,23314,229918
San Antonio,Spring,Subaru,Female,70,34846,135318
San Diego,Summer,Chevrolet,Male,46,11574,179289
Philladephia,Summer,Honda,Female,83,37020,274621
Chicago,Spring,Jeep,Female,40,42943,119763
LA,Winter,Toyota,Male,68,13572,179493
San Antonio,Fall,Hyundai,Female,38,32130,136317
San Antonio,Spring,Toyota,Male,79,35375,225600
San Antonio,Winter,Ram,Male,74,14469,65670
Seattle,Spring,GMC,Female,61,36929,55850
Houston,Winter,GMC,Female,23,31211,265383
NYC,Spring,Chevrolet,Male,82,18570,224909
Phoenix,Spring,Chevrolet,Female,27,18944,155473
Chicago,Winter,Ram,Female,76,24886,273181
San Antonio,Summer,Subaru,Male,53,12425,130921
LA,Spring,Chevrolet,Male,76,25459,50089
San Diego,Fall,Kia,Female,75,24861,252380
LA,Winter,Kia,Female,64,34709,285809
Chicago,Winter,Toyota,Male,51,49815,247686
San Diego,Summer,GMC,Female,37,45256,47050
NYC,Winter,Ford,Male,56,11317,232016
San Antonio,Fall,Ford,Male,73,36999,257067
Houston,Winter,Honda,Female,44,20129,206709
Chicago,Winter,Subaru,Female,36,43852,98013
Austin,Winter,Toyota,Male,34,34389,167041
San Diego,Summer,Ram,Female,25,48841,162168
Philladephia,Spring,Honda,Male,75,12695,50474
Columbus,Summer,Kia,Male,76,41995,278293
Phoenix,Summer,Subaru,Male,25,35381,285305
San Diego,Summer,Ford,Male,44,42084,50699
NYC,Summer,Ram,Male,32,37056,285411
LA,Spring,Subaru,Male,44,48359,109940
NYC,Spring,Toyota,Female,47,43479,70172
San Antonio,Winter,Subaru,Male,62,44774,261953
NYC,Winter,Chevrolet,Male,70,49165,125251
Phoenix,Fall,Honda,Female,69,13353,283328
NYC,Summer,Honda,Male,52,39427,272785
San Diego,Winter,Chevrolet,Female,64,13090,161137
Philladephia,Fall,Ford,Male,50,27222,87317
Columbus,Summer,Ford,Male,64,14134,140670
San Diego,Spring,Chevrolet,Male,22,40207,202610
LA,Winter,Hyundai,Female,82,10068,290095
Chicago,Spring,GMC,Female,23,32924,63944
Philladephia,Fall,Kia,Male,57,36945,210572
LA,Winter,Subaru,Female,46,32622,150586
Philladephia,Summer,Hyundai,Female,74,13954,290612
Chicago,Summer,GMC,Female,28,40310,103191
Chicago,Winter,Subaru,Female,67,31832,139890
NYC,Summer,Ram,Male,26,33071,290679
Philladephia,Spring,Ford,Male,64,44174,93349
Houston,Winter,Jeep,Male,66,47624,56377
Philladephia,Winter,Kia,Female,75,26203,190038
Houston,Summer,Honda,Female,36,20365,109018
Columbus,Fall,Toyota,Male,28,38080,296350
Seattle,Spring,GMC,Female,37,32988,61664
Chicago,Spring,Nissan,Female,56,40943,82108
Columbus,Fall,Hyundai,Male,42,31852,197840
San Antonio,Summer,Chevrolet,Male,28,20554,87439
Philladephia,Summer,GMC,Male,58,17116,70145
Columbus,Winter,Toyota,Female,81,45140,151406
San Diego,Fall,Nissan,Male,57,12534,142083
Seattle,Fall,Jeep,Female,56,49779,98230
Philladephia,Spring,Honda,Female,26,11176,148112
Chicago,Winter,Honda,Female,50,23009,196462
LA,Spring,Jeep,Male,24,14517,171156
Austin,Winter,Ford,Female,42,15360,242487
NYC,Summer,Jeep,Female,51,31515,155961
LA,Spring,Subaru,Male,27,11737,138913
San Diego,Spring,Subaru,Male,51,21453,44538
Austin,Spring,Chevrolet,Male,67,32299,249915
LA,Fall,Kia,Male,83,12831,175410
San Diego,Summer,Honda,Female,56,12239,97979
Phoenix,Fall,Ram,Female,53,48303,290620
Columbus,Winter,Jeep,Male,55,24671,243207
Columbus,Winter,GMC,Female,28,10569,206899
Houston,Fall,Jeep,Male,76,10380,174675
Chicago,Fall,Ram,Female,50,41659,110564
NYC,Fall,Jeep,Female,21,44866,234668
Philladephia,Winter,Kia,Male,73,10341,166044
Austin,Fall,Nissan,Male,52,44630,204187
Houston,Fall,Honda,Male,68,30842,98653
Philladephia,Fall,Kia,Male,33,37358,100607
San Antonio,Fall,Toyota,Female,41,21543,278708
Phoenix,Fall,GMC,Female,22,12309,79545
San Antonio,Summer,Chevrolet,Male,63,38781,151690
Chicago,Summer,GMC,Female,27,43402,72865
Austin,Fall,GMC,Male,29,42718,74547
Chicago,Spring,GMC,Female,81,18642,141276
LA,Summer,Ram,Female,26,46545,179252
Austin,Fall,Ram,Male,83,32499,294071
San Antonio,Fall,Toyota,Female,77,12767,160401
San Diego,Fall,Nissan,Female,64,16060,100928
Houston,Winter,Kia,Male,67,33258,130008
Chicago,Winter,Ram,Female,44,48813,125094
Seattle,Winter,Ford,Male,37,48935,275845
Austin,Winter,Kia,Male,30,27171,99660
Phoenix,Fall,GMC,Male,44,49373,81708
San Diego,Winter,Ford,Female,75,20244,255216
San Diego,Summer,Chevrolet,Female,47,31908,118288
Phoenix,Fall,GMC,Female,75,33233,88069
LA,Summer,Honda,Male,48,18810,262060
Seattle,Spring,Honda,Male,62,30054,296233
Philladephia,Summer,Jeep,Male,40,37073,164162
Columbus,Spring,Honda,Female,60,26256,190750
San Antonio,Fall,Chevrolet,Female,61,31398,64901
NYC,Fall,Hyundai,Male,58,20924,208850
Chicago,Spring,Subaru,Male,38,29186,274783
Chicago,Winter,Nissan,Female,63,25280,147273
Houston,Winter,Subaru,Female,82,42254,88005
Philladephia,Winter,Ram,Male,40,36710,44435
Columbus,Winter,Nissan,Male,66,11806,289120
Houston,Spring,Honda,Male,61,42776,257606
LA,Summer,Honda,Female,36,40081,198043
San Antonio,Summer,Honda,Female,32,43548,246034
Columbus,Winter,GMC,Female,79,27185,272264
NYC,Winter,Nissan,Female,65,46493,214855
Seattle,Summer,Subaru,Female,35,10704,216967
Seattle,Spring,Hyundai,Male,65,16024,49368
Columbus,Spring,Toyota,Male,69,46891,161881
NYC,Winter,Chevrolet,Female,35,24733,297101
Phoenix,Winter,Toyota,Male,33,22895,158031
Philladephia,Summer,Honda,Female,51,20278,168284
Seattle,Spring,Toyota,Male,73,23501,240498
Seattle,Fall,Nissan,Female,53,43658,58772
San Diego,Summer,Toyota,Female,33,48821,135436
San Diego,Winter,Honda,Female,33,49138,76174
Chicago,Fall,Hyundai,Male,27,36415,60900
San Antonio,Spring,Ford,Female,28,12073,202450
Columbus,Winter,Toyota,Female,55,23737,138631
San Diego,Fall,Ford,Female,22,48277,188940
Philladephia,Fall,Jeep,Female,33,23823,117107
LA,Summer,Nissan,Female,48,33969,272405
Austin,Spring,GMC,Male,62,10858,204463
Philladephia,Spring,GMC,Female,77,31852,246036
NYC,Summer,Toyota,Female,25,46117,60819
Chicago,Fall,Ram,Male,55,30362,87695
Philladephia,Winter,Chevrolet,Female,61,46468,59361
Austin,Fall,Kia,Male,80,20788,125293
San Antonio,Spring,Ford,Female,46,35884,148588
San Antonio,Winter,GMC,Female,47,10513,144009
San Diego,Summer,Chevrolet,Female,54,42447,197397
LA,Fall,Honda,Female,57,15141,265678
Houston,Winter,Toyota,Female,40,39094,101740
Seattle,Spring,Jeep,Male,30,33596,278014
Columbus,Spring,GMC,Male,64,36383,228474
LA,Spring,Ram,Female,71,39526,296464
Philladephia,Spring,Honda,Male,43,42156,90579
San Diego,Fall,Ram,Male,75,20906,201265
Philladephia,Winter,Hyundai,Female,41,43259,263707
NYC,Winter,Kia,Female,42,45775,236984
San Antonio,Winter,Hyundai,Female,80,25918,97711
San Diego,Summer,Subaru,Male,21,13651,88277
Austin,Spring,Chevrolet,Male,75,28757,52741
Chicago,Fall,Hyundai,Male,44,39875,184141
Phoenix,Spring,Toyota,Female,77,36672,69703
Seattle,Winter,Toyota,Male,36,35335,237631
San Antonio,Spring,Hyundai,Male,30,22463,225507
Seattle,Summer,Subaru,Female,62,32939,217572
Seattle,Fall,Ford,Female,71,17627,232320
Philladephia,Fall,Jeep,Male,77,16105,253408
Austin,Summer,Ford,Male,54,46194,100070
Phoenix,Winter,Jeep,Male,60,49805,277394
Seattle,Summer,Jeep,Female,23,24992,125240
Seattle,Fall,Subaru,Female,58,41467,62906
Seattle,Summer,Honda,Male,30,45195,254705
San Diego,Winter,Ram,Male,59,46004,47198
Phoenix,Winter,Chevrolet,Male,51,45574,88228
San Diego,Fall,Jeep,Male,48,11364,264244
Phoenix,Summer,Ram,Male,75,11378,235266
LA,Fall,Toyota,Male,57,40885,292878
Houston,Spring,Ram,Male,79,14894,61034
San Diego,Winter,Nissan,Female,64,17728,53293
Phoenix,Spring,Toyota,Male,78,11132,280773
Chicago,Spring,Hyundai,Female,30,26499,236077
NYC,Spring,Kia,Male,51,16168,166370
Austin,Spring,Ram,Male,35,27410,149489
Phoenix,Fall,Toyota,Male,58,17455,65935
San Diego,Summer,Nissan,Female,76,36404,153466
Austin,Spring,Ram,Female,78,45180,121000
Columbus,Spring,Hyundai,Male,39,35077,143067
NYC,Winter,Jeep,Male,77,39232,47224
NYC,Winter,Jeep,Male,34,24453,109967
San Diego,Winter,Jeep,Male,67,36024,40251
Austin,Spring,Hyundai,Male,78,21544,223713
Austin,Spring,Hyundai,Male,83,15616,86733
Philladephia,Summer,Toyota,Male,51,30350,259508
Philladephia,Spring,Chevrolet,Male,60,11786,44649
Chicago,Fall,Nissan,Female,42,16070,74848
LA,Spring,Ford,Female,22,49586,229518
Austin,Summer,Kia,Male,83,20597,72979
Houston,Fall,Kia,Female,55,27835,177939
LA,Spring,Jeep,Male,74,23102,148813
San Diego,Fall,Kia,Male,65,20871,186299
Philladephia,Fall,Chevrolet,Female,22,24100,205892
Chicago,Fall,GMC,Female,75,10376,97981
Houston,Summer,Jeep,Male,22,46180,83653
Phoenix,Winter,Honda,Female,36,17949,202289
NYC,Summer,GMC,Male,83,35676,195825
San Diego,Fall,GMC,Male,40,28113,212458
